2.538764,3.293846,0.922360,4.214688,0.619444,0
1.733428,-1.748818,2.956295,2.370345,1.309173,0
1.376580,0.485448,2.639088,0.662869,3.968571,0
0.196097,1.157326,2.468647,0.995159,0.448258,0
1.154093,-0.072017,1.262371,0.878794,0.860520,0
0.180978,0.388587,1.523530,-0.700524,3.526700,0
-1.477845,0.321570,-0.468635,0.233384,-2.183434,0
0.675808,0.438729,-0.180916,1.407804,0.299579,0
-0.494476,0.084876,1.127655,3.830086,2.769884,0
1.014495,-0.945688,0.038081,2.285825,1.680304,0
0.023565,1.278045,2.968488,0.328030,2.229608,0
-0.078132,3.320069,1.454693,1.461857,1.534208,0
-1.443779,2.506526,2.749551,2.046245,-0.234578,0
0.051704,2.552243,0.561373,2.134279,1.018651,0
1.136229,0.870636,1.019381,0.067062,0.995963,0
-0.330204,3.158521,-1.591093,0.243967,1.726812,0
0.887641,0.884992,1.670241,-0.745627,0.277442,0
1.906415,1.941910,2.211683,-1.077295,0.073032,0
2.124724,1.501249,0.715961,-0.161852,-2.727042,0
0.994542,1.245636,-0.919126,-0.859325,2.111106,0
-0.363729,2.378687,2.994554,0.427890,3.235342,0
3.207796,1.983213,1.645294,2.929184,2.678395,0
-0.153256,0.821476,2.670640,1.426526,0.042616,0
-0.142523,0.648553,3.107581,0.359423,-0.080011,0
1.897368,0.761478,-0.391336,-0.565087,1.273064,0
3.778093,-0.356449,1.355776,-0.806151,-0.272184,0
0.198152,1.008021,1.187679,2.314509,-1.830325,0
0.916089,2.454684,3.564034,0.768087,0.996967,0
0.623943,-0.702516,2.137092,0.803638,1.068024,0
1.956192,1.769162,2.601766,-0.064925,0.827462,0
1.267799,-0.375362,3.529768,0.171779,1.179129,0
0.105195,-0.445692,1.645343,1.557142,-2.986691,0
1.915843,2.197370,2.287665,1.727108,3.647227,0
2.370878,2.230284,0.333277,3.643053,-1.214424,0
-0.775351,1.973627,-0.599989,4.613408,-0.296308,0
0.277345,1.580651,2.242280,2.913312,1.431222,0
1.637127,0.328146,-0.371553,2.101061,3.457303,0
1.130306,-0.149422,0.783758,2.056503,0.238316,0
1.206421,-0.419229,1.336356,0.914172,-2.160047,0
0.469426,0.575087,1.458036,0.869245,2.105407,0
2.820302,-1.303366,0.488528,-0.232757,-0.111169,0
1.700380,1.439573,-1.502811,3.016445,1.482801,0
-1.634437,0.700316,3.329244,2.316331,-0.476063,0
-2.515999,1.169681,-0.366915,1.327629,2.760829,0
1.073278,2.750195,-1.117407,0.349753,0.443328,0
-0.356472,2.224839,1.126301,-0.637339,1.246012,0
2.146104,1.093353,0.074877,1.403398,0.434191,0
1.463039,2.385974,4.293101,1.035474,1.757325,0
0.071712,0.465055,-0.142380,0.851354,4.377741,0
2.490285,2.287570,1.466825,2.324805,-0.710509,0
1.226067,-1.272340,-0.542742,2.837120,-0.098674,0
2.454287,1.411039,-1.586174,1.164806,1.456253,0
1.103695,0.420843,-0.627251,-0.939031,1.512524,0
3.096325,1.905837,1.552940,0.949809,3.668243,0
2.779183,0.278607,-0.514090,0.993857,-2.428512,0
2.200091,1.352116,1.020915,-0.601405,1.150635,0
0.581135,0.188173,2.547437,2.514636,1.457760,0
-0.107222,0.082813,0.944887,0.025166,0.641225,0
4.129547,2.295555,0.342285,1.244382,-0.300633,0
1.920986,-1.371239,-0.505729,1.525452,-0.284169,0
0.492041,0.496427,-0.506796,0.169099,3.551520,0
-2.628319,-0.002041,1.271755,0.405801,-2.639318,0
3.392209,4.594730,1.188992,1.203904,-1.011877,0
1.202712,0.221242,2.104243,3.413660,-0.639537,0
0.335744,2.409761,2.178252,-1.415646,-0.951585,0
0.504725,-1.055236,0.063356,-0.469960,0.645593,0
0.218031,-1.904863,-1.874762,1.985949,1.001203,0
2.709346,2.699861,2.565983,2.834137,1.640697,0
2.512084,-1.128821,1.238342,2.215982,1.659066,0
-1.229391,0.578321,-2.760592,1.908949,2.489459,0
-0.455711,-0.862382,-1.812888,3.906192,1.364077,0
3.776974,-0.136741,1.823610,2.784767,0.911334,0
-2.873841,2.953639,-0.970637,0.363264,1.781775,0
1.427404,1.552880,2.215822,2.906927,2.050632,0
2.229389,1.606601,2.125695,-1.109790,2.350128,0
0.397624,0.994716,0.756985,0.268844,2.941328,0
0.183518,0.555515,0.528598,-0.923645,1.587327,0
5.098409,2.678344,0.937316,2.255489,-0.443527,0
0.651963,1.189899,-0.180408,0.406623,-0.447420,0
-1.687903,2.736306,1.829352,1.584603,0.994194,0
-0.141709,0.727758,1.846833,2.481403,-2.679304,0
1.416662,3.278745,2.307643,-0.761078,1.217589,0
0.103411,-1.023576,2.222352,0.939734,1.545373,0
2.065588,0.380947,-0.743045,3.677860,0.814916,0
-1.039968,-0.710186,0.675582,0.506063,0.426094,0
2.684475,1.105226,1.498391,0.852024,-0.039536,0
-0.312840,2.631739,1.404259,-1.611290,2.120527,0
1.970261,-0.275628,0.385823,1.526587,3.832716,0
2.405145,-2.602154,0.372113,1.211060,1.920776,0
0.601964,2.682164,2.297505,2.563049,0.187851,0
0.079094,1.460514,3.029382,0.701208,0.526920,0
0.809233,1.286631,3.371498,1.912766,0.366545,0
0.177235,3.252855,0.983307,1.410160,-0.270103,0
2.263630,-0.867422,1.540173,0.539639,-0.703993,0
0.701503,4.592251,-0.454610,1.576622,-0.353177,0
