0.446516,-0.556128,-0.506372,-0.125316,0.214578,0
0.922397,0.530792,-0.165619,-0.832508,0.469024,0
1.498209,-0.833269,-0.177508,-0.111607,0.303434,0
1.450704,0.108197,-0.082999,0.701334,-0.105245,0
0.573435,0.924380,-0.472900,-0.106385,0.300111,0
1.067390,0.531820,-0.274940,0.219190,0.649090,0
1.076928,-0.062328,0.343776,0.090874,0.609228,0
0.853576,-0.891312,0.023732,0.117720,0.644237,0
0.362412,0.645693,0.371367,-0.099401,-0.219487,0
1.421814,0.316806,0.026482,-0.547902,-0.773719,0
0.975562,-0.722054,-0.967594,0.093837,0.428676,0
0.916301,-0.473242,-0.175458,-0.315201,-0.956295,0
1.309272,-0.395094,0.794722,-0.246170,-0.314989,0
1.599004,-0.223300,1.043986,-0.289305,-0.691167,0
0.865882,-0.686730,0.623079,-0.677753,-0.344248,0
1.111865,0.568028,0.197928,-0.070789,0.211703,0
0.641670,0.638755,0.407493,0.015692,-0.266344,0
0.813464,-0.493860,-0.165844,-0.214022,-0.554706,0
1.128176,-0.161694,0.365435,-0.133834,0.788423,0
1.115801,-0.725044,0.101342,-0.126567,-0.105678,0
0.605953,0.528970,0.978769,-0.377240,0.844631,0
0.684973,1.042381,0.165344,-0.377799,0.730134,0
1.537948,0.196486,-0.434937,0.163422,-0.648235,0
0.582318,0.090848,0.224994,0.225106,0.813545,0
0.813760,-0.261943,0.950260,-0.019382,-0.160773,0
1.068186,-0.045132,0.695378,-0.006931,-0.069595,0
1.024653,-0.511286,-0.003015,0.095125,0.109101,0
1.270236,-0.447026,-0.011870,0.425416,-0.050558,0
1.198494,-0.409312,-0.142532,0.242558,-0.001505,0
2.067846,0.061075,0.034999,-0.376943,-0.471839,0
1.170018,-0.565270,0.036657,-0.014714,-1.009040,0
0.690700,0.240528,-0.002156,0.323116,-0.866095,0
1.638361,-0.481103,0.074358,0.289965,-0.042427,0
0.615035,-0.510296,-0.503158,-0.051787,-0.130402,0
1.278067,-0.813464,-0.737373,0.245377,0.035712,0
0.028818,0.687307,-0.342649,0.060307,-0.020756,0
2.014036,0.606732,-0.108158,-0.489619,1.449971,0
1.263109,-0.551468,-0.401404,-0.630062,0.446356,0
0.914044,0.034090,-1.287578,0.192408,-0.705927,0
0.290954,-0.686067,0.038471,1.403912,0.376914,0
0.565361,-0.199298,-0.210349,0.079488,0.327173,0
1.523984,0.074034,-0.616499,-0.362025,0.283771,0
0.766642,0.407412,-0.116754,0.763777,0.717546,0
1.227520,0.731416,0.462510,0.566444,0.316216,0
1.462500,-0.116889,-0.290361,-0.459683,0.963866,0
0.572994,0.556355,0.279625,0.597382,0.268292,0
1.499860,0.146621,0.983807,-0.043746,0.301446,0
0.763253,-1.110024,-0.093654,0.335641,0.409638,0
0.967440,-0.265254,0.470983,0.795592,0.123477,0
0.982708,-1.039286,0.291653,-0.799558,0.505796,0
1.191475,0.340890,-0.860106,0.439531,-0.288098,0
-0.425909,0.170307,0.064547,-0.806669,-0.637082,0
1.416374,-0.280433,0.051425,-0.650420,-0.662372,0
1.677278,1.370917,0.274170,0.152884,0.062414,0
1.224743,-0.081201,-0.081929,0.254090,-0.589551,0
0.246697,-0.475128,0.232339,-0.130436,-0.067256,0
-0.024478,0.669973,-0.474534,-0.542494,-0.094410,0
0.854188,0.423639,0.126732,-0.655768,0.314538,0
