-2.883138,1.408519,1.118127,2.320291,3.365529,-0.013361,-0.909981,2.657291,0
-1.226354,4.305705,2.641945,0.206760,2.006452,-0.353240,-0.167691,0.219173,0
-1.373672,1.043022,-3.176387,0.979880,-0.898622,1.395697,-0.092959,0.366573,0
1.200413,-0.643414,1.494377,1.966025,1.568940,1.450730,1.915791,-0.565746,0
0.914689,0.705957,1.287661,2.015709,3.867643,1.881041,2.205675,2.015018,0
-0.490652,-0.127503,-0.171290,0.256705,1.761045,0.929689,1.267236,1.884862,0
3.343180,2.222998,-1.718518,2.669834,3.207462,0.485038,-0.154879,3.872327,0
1.710413,0.775737,0.662725,3.087986,-2.101281,1.828458,4.335257,3.118212,0
0.676023,-0.211193,-1.335258,4.355528,2.325446,0.740401,0.305556,1.286605,0
1.784433,1.159171,1.129233,-1.843249,2.234758,3.093911,3.275095,0.539886,0
0.331136,2.294736,-1.687847,0.229182,0.935059,-1.988670,1.953939,1.225263,0
0.922928,-0.445596,3.770708,0.475275,3.372863,0.025244,1.857227,0.375782,0
-0.706374,2.115076,3.322197,2.495286,1.540834,2.310089,0.059989,-0.360574,0
2.953107,3.161005,1.496803,-1.592027,-1.092084,3.902671,2.168712,1.210483,0
-0.026964,3.453038,2.436878,-0.668175,-1.676633,1.149225,0.006146,0.440743,0
0.563919,0.475781,0.641316,1.451317,1.054332,1.980563,0.279948,0.750672,0
1.717793,1.179700,1.806577,2.180733,2.513823,-0.370057,2.301685,0.152618,0
2.151931,0.542434,-0.191721,3.083011,2.811306,-0.941201,1.297378,0.806539,0
1.806713,1.455277,0.067694,-0.282472,0.929223,-2.958336,-0.060045,1.384185,0
0.926774,-1.893531,3.453081,2.299883,2.011334,1.708119,0.187614,4.189491,0
2.066812,-1.265328,3.509143,1.717965,1.498485,-0.777034,2.158299,0.127083,0
-1.543547,1.808580,1.613892,0.032992,2.050028,1.560574,2.881276,1.703217,0
3.007440,-1.337540,1.015085,-0.372286,2.135688,3.898794,1.366380,-1.610245,0
-0.258615,-1.386136,1.193808,0.463554,1.585105,1.327974,-0.786964,1.467023,0
1.690479,2.613612,2.424952,1.183764,1.078051,2.901242,0.010855,0.204014,0
0.175628,1.674112,2.406209,-0.603992,-1.364841,2.552029,1.355823,2.164554,0
0.741857,-0.557685,-3.643656,-0.128281,2.373858,-0.405029,-0.713715,-0.833822,0
2.253313,-0.616608,1.724399,1.697281,0.981893,1.330752,2.655349,-1.939452,0
3.188859,0.323685,-0.647724,0.196050,0.739402,1.046144,-0.730601,-0.297559,0
0.703741,2.160456,1.811552,0.270013,3.313380,2.165194,1.349879,1.558199,0
1.870946,1.568315,0.928898,0.245781,-0.041462,-0.857079,3.163921,1.338363,0
0.858416,0.409937,-0.467746,0.185691,1.693488,-0.935555,0.575715,0.189520,0
1.858827,-1.159147,0.104125,-1.048863,-0.032160,2.963509,1.104155,-0.487274,0
0.879432,-0.360877,1.058118,-0.990901,-1.182670,1.774580,2.278687,-0.050159,0
0.159233,2.068317,-0.124167,1.827629,3.595192,0.529311,1.363886,0.181044,0
1.081331,1.933878,1.737616,0.266152,1.919731,1.988991,0.315592,0.375362,0
3.356822,0.456658,1.441312,-1.224457,4.253896,1.053879,0.630093,0.305161,0
2.857873,-1.433332,0.511919,2.898003,0.721569,-0.248810,0.208371,1.057996,0
-1.516182,0.962914,0.715014,0.470210,0.917815,0.488720,-0.745384,2.624454,0
2.132451,0.553047,-1.531830,0.887486,-2.196215,3.502294,-2.284060,1.159267,0
0.318679,-0.034719,1.245667,4.739266,1.697114,1.075022,3.784215,1.494122,0
-0.817741,0.299995,0.971649,1.188089,1.109164,-2.429904,0.056464,0.383172,0
