-1.032283,0.738992,-2.066776,-1.315825,1.536568,-1.060606,1.466922,-0.661249,0
2.357830,-0.318536,-1.219342,0.923243,0.307746,0.370938,-0.182297,-0.532284,0
1.046506,0.059853,0.177867,0.807486,-1.505058,0.670142,1.162699,0.891957,0
0.343707,-0.998203,-0.296117,0.654763,0.629431,0.949025,-0.794961,-0.069943,0
0.475676,0.415734,-0.283499,1.545365,0.300213,0.400416,0.989384,0.552701,0
0.337242,-1.858073,-1.225820,-0.627876,-1.280353,-0.331022,0.346600,0.749624,0
0.050206,0.161003,-0.484051,0.305601,-1.685273,-0.986479,-1.370151,0.563610,0
1.768574,0.487922,0.912291,-0.506098,-1.016160,-0.812445,-0.422245,0.760571,0
1.006157,0.869421,-0.605703,1.099853,-1.333181,0.668948,-0.109446,-0.085357,0
1.457143,1.417437,0.769258,0.853459,0.692161,-0.515068,0.209943,-1.688617,0
0.840437,-0.882894,0.539371,0.396956,0.666667,0.170175,0.534133,-0.319433,0
1.832575,0.362516,0.236112,-0.623142,0.072742,-0.893479,-0.107922,0.882414,0
1.485429,-0.090230,0.904241,-0.368478,0.010254,-0.437135,-1.035441,0.841797,0
2.184193,1.182365,0.339230,0.083606,-0.193362,-1.136288,-1.253690,-0.247713,0
0.939710,0.276374,0.957698,1.989017,0.168307,-1.410566,0.664280,-0.494591,0
1.506475,0.054823,0.038175,1.365437,-0.272720,0.400818,-0.318404,0.231803,0
2.370983,-0.273043,0.210728,0.583065,0.424573,0.902057,0.497003,-0.382036,0
1.373301,-0.238492,0.243448,0.608292,0.305470,0.350652,-1.950547,-0.327549,0
1.288718,-0.239919,-0.556627,0.003039,-0.526412,0.954742,0.645472,-0.420069,0
2.559398,-0.015270,-0.632038,0.282245,1.345571,-0.467972,-1.827143,-0.136192,0
0.421079,-0.096219,-0.531158,-0.713551,-0.991650,1.157691,0.475047,-1.398574,0
0.806582,1.896483,1.060333,0.302683,0.421682,-0.821604,-0.228877,-1.108265,0
1.279772,0.047329,0.951168,-0.943259,-0.766080,-1.830064,-0.521314,0.525283,0
1.620291,-0.916723,-0.375653,1.460007,0.010679,0.689496,-0.753832,0.308983,0
1.160293,0.242437,-2.282400,0.131291,1.268360,0.051676,-0.774867,1.027183,0
1.861174,-0.284654,-0.652139,0.179339,0.441023,0.236048,0.336560,0.724455,0
0.052685,-1.008278,0.100458,0.878535,0.135326,-0.144791,0.035935,-1.172747,0
0.810491,0.272221,0.782241,-0.193577,-0.825064,-0.065848,0.600965,-0.285728,0
0.070951,0.377177,-0.397909,-0.289057,0.195016,-0.973813,1.248086,1.269073,0
0.561543,1.050033,0.865818,0.204343,0.210017,1.283902,-0.969157,-1.591057,0
0.867075,0.927518,-0.738377,0.415623,0.122575,0.648476,0.843333,0.170767,0
2.492161,1.272208,-0.158718,-1.384140,1.198193,0.156868,0.517417,-0.485340,0
1.942557,-0.691289,0.496658,-0.923164,-0.477803,-0.657774,-0.218456,-1.286292,0
1.954638,-0.753853,0.743241,-1.592563,-1.062310,-0.585656,-0.325381,0.019830,0
1.827754,-0.370990,0.202663,-0.837046,0.128645,-1.753354,-0.673521,-0.531561,0
0.372071,0.584850,0.259140,-0.038457,-0.167229,-0.144063,-0.753918,-0.018886,0
