0.070337, 2.397466, -0.329056, -5.069879, 0.494266, 0.169395, 3.731540, -2.010214, -1.635114, 0.109225, 3.713477, -2.375401, 1.217005, 1.550696, 8.560588, 0.589781, 1 
-1.338290, -6.003518, -3.610049, 2.882886, 1.335012, -3.288810, 1.921496, -2.058249, -0.046454, -0.134772, 6.789552, 1.277798, -1.803212, -0.538660, -0.149604, 5.315227, 1 
4.503123, 6.418857, 1.437018, -1.244961, -2.709600, 1.429240, 0.127937, -1.347819, 4.671409, 2.073823, 1.095308, 1.949954, 1.380176, -2.739437, -0.717026, 0.532647, 1 
0.754869, -2.785766, -4.107593, -0.452303, -0.082536, -8.454347, 3.961125, 1.510802, -2.908213, 4.762069, 2.505075, -2.682862, 1.862453, -1.917119, -3.417562, -0.851850, 1 
2.470954, 0.182785, 0.840298, 1.126564, 2.983695, 2.888995, 2.380519, 6.762889, -2.550531, 4.632340, -1.337583, -3.265149, 0.521911, 2.437757, 0.000988, 0.667532, 1 
2.398103, -0.962476, -1.797559, 2.438594, 3.736346, 3.229608, -1.801419, -0.242115, -0.315487, 1.077564, 3.219483, -2.123493, -5.500475, -0.071866, 1.768317, 1.565949, 1 
4.406163, -0.452298, 1.472203, -0.006910, 1.706988, 0.587695, 0.066741, 5.724816, 0.183031, -1.551940, 1.670459, 5.130509, -4.337173, 2.601890, 1.664760, -0.149061, 1 
-2.196422, 1.585809, 3.747237, 6.867431, 2.250545, 5.204982, 5.465219, -5.473056, 1.138472, 1.680671, 4.060969, 2.372560, 7.117707, 2.238441, 5.215924, 1.840770, 1 
-1.085134, -3.920694, 0.914244, 1.289065, 0.565117, -2.703650, 3.489715, 1.992467, 7.159646, 0.885492, 1.599433, 1.261600, -2.810598, -0.917595, -4.658671, 0.874640, 1 
1.769711, -7.307624, 7.390265, 1.303150, 0.683414, -0.337119, 0.488687, -1.926840, -6.418215, 2.674155, -2.180481, 0.189094, 5.787990, 3.152261, 5.989503, 0.577351, 1 
-0.595976, -2.517521, -0.430544, 2.993373, 2.585921, 0.342586, 2.077064, 1.182338, 5.952769, 3.902419, -1.013983, 2.260339, 5.090590, 3.994407, 1.298409, -2.382265, 1 
-5.318788, 1.288128, 5.956805, 1.019444, 3.227189, 3.658044, -2.523003, 1.581975, 4.021949, 0.458195, 3.708798, 2.650270, -4.412288, -1.106765, 3.770429, 2.754611, 1 
3.593417, 2.188300, 1.259644, -1.949924, -0.062590, -1.421668, 0.690889, 2.765821, 4.922500, 0.231630, 3.265821, -0.079497, 0.388919, -1.863473, 3.590070, 7.259040, 1 
-1.287649, -4.602685, -5.266321, -1.444443, -0.382718, 1.639110, 0.451443, -3.429472, 3.954144, 1.579947, -0.463447, -0.616753, -2.196559, -1.303876, 0.152502, -1.034327, 1 
8.165902, -2.867764, -1.336284, 4.338437, 1.167934, 0.418590, 3.441522, -2.198758, 6.592629, 0.425432, 1.497798, 0.265873, -0.021550, 3.179372, -5.414713, 0.631471, 1 
2.938350, 0.246608, -3.842704, 2.207709, 4.712329, -3.391154, -1.997151, 2.999104, 9.873179, 5.042121, -1.175616, 1.932591, -0.658449, 1.303761, -3.070036, -1.162131, 1 
-4.485274, 0.271535, -1.293898, -0.288321, 1.262065, 1.904712, -1.049919, 4.713162, -0.039021, 1.616775, 0.256642, 6.628684, 5.929137, -0.299410, 0.480390, 8.517072, 1 
3.365554, 0.538227, 1.064044, 4.559604, -1.845654, -3.036115, -2.791589, -3.362383, 9.058724, 0.702826, 1.138789, 7.731090, -5.469778, -8.940451, 0.225613, -5.235545, 1 
