1.841047,-2.151166,1.332066,0.672735,0
0.395446,1.398659,0.158864,0.380921,0
0.850477,1.429849,0.438374,-0.180144,0
2.381157,-0.069366,-0.210382,0.062715,0
0.741735,0.439024,0.164347,0.535635,0
0.870721,-0.603953,0.307806,0.554757,0
0.320221,-0.632002,-0.208936,0.135707,0
0.649143,-0.236065,-0.366458,0.809944,0
-0.144235,0.224614,0.970925,0.584785,0
1.197181,-0.757370,-0.002270,0.442572,0
0.426306,0.769354,0.425233,-1.282612,0
1.301808,0.494220,1.265122,0.276797,0
0.802100,0.861057,-0.055768,-0.013698,0
-0.048195,0.440226,0.113741,-0.853006,0
0.840152,-0.897029,-0.836641,-1.061081,0
1.286275,0.465154,0.748458,-0.509862,0
0.592067,-1.944962,0.282006,-0.386577,0
-0.160404,-0.192077,1.431325,-1.057477,0
-0.338365,-0.199614,0.090295,-0.859085,0
0.306764,0.203039,-0.341856,0.041418,0
-0.069316,-0.786231,1.345727,-1.634977,0
2.468612,-0.702700,1.735455,-1.391545,0
2.546402,0.604586,-0.026639,0.451321,0
0.235303,0.543998,-0.327269,-0.020050,0
1.842455,0.714294,0.192409,-0.847194,0
1.112419,-0.429192,-1.602163,0.400821,0
1.773536,-1.053355,0.578998,-0.186750,0
0.445375,-0.546638,-0.041723,0.695702,0
1.810706,-1.961226,-0.539274,-1.153813,0
-0.600852,-0.183720,0.602834,-0.241534,0
-0.063944,-0.921412,0.540941,0.063298,0
1.433373,-0.917241,0.627463,-0.318083,0
0.746553,2.142634,0.428358,0.103728,0
1.192209,-0.128481,-0.940186,-1.493613,0
0.522864,0.547352,1.653606,-1.716115,0
0.843600,0.078486,0.497394,0.197942,0
0.816189,0.361981,-0.845401,-0.265120,0
1.748053,0.150574,1.426552,-1.520931,0
0.758112,0.163525,0.538687,0.247374,0
2.291748,0.637958,-0.222504,-1.114530,0
0.224751,-0.833559,0.409424,-0.975810,0
1.035624,-0.897122,-0.542892,-0.623888,0
0.633468,-0.906184,1.552829,0.627261,0
2.053314,-0.704320,-0.678730,0.395808,0
1.275546,-1.395209,0.762108,0.433642,0
0.572076,-0.020181,-0.676291,1.805091,0
2.036791,1.308624,0.265767,-0.762780,0
0.777263,0.808658,-1.578721,-0.066034,0
1.213742,0.394672,0.805761,-0.173062,0
2.075886,0.723984,-0.013486,0.390956,0
0.814955,-0.984015,0.461748,-0.499309,0
0.255543,-0.168863,0.613529,0.281902,0
-0.098413,-0.468604,0.792101,0.588491,0
-0.057717,0.944980,-0.602291,-0.025788,0
1.200846,-0.003960,0.603719,1.162503,0
0.883694,0.041270,-0.109483,-0.740384,0
2.102752,0.339481,-0.155801,-1.034461,0
-0.047982,0.024423,-1.998855,0.310611,0
2.059239,-0.019539,-0.191387,0.789003,0
2.259220,-0.164898,-0.907326,0.666842,0
0.611550,0.165663,0.500296,-0.115829,0
-1.216708,-0.771339,-0.562052,0.091989,0
2.625324,0.909971,-0.721318,1.554846,0
1.285650,-0.278226,1.093522,0.188214,0
1.522967,-0.006586,-0.043803,0.330093,0
1.501941,-0.187039,0.591637,-0.903425,0
