0.616309,1.449726,1.006082,-1.331676,-0.905796,-0.537457,-0.912229,-0.538090,-0.254740,0.296274,0.565826,0.721167,0.803491,0.565125,1.421516,-0.170884,0
1.194268,-1.355172,0.069612,0.641563,-1.628894,-0.477176,0.690174,0.468127,0.234574,-0.787591,0.349407,-0.310637,-0.080412,0.065300,0.965737,0.599502,0
0.433470,1.185891,0.417856,-0.578374,0.956000,0.197969,-0.659379,1.533127,-0.270968,-0.176728,-0.650163,1.263643,-0.046239,0.623804,-0.652667,-0.016735,0
0.846195,0.893061,-0.749216,-0.871932,0.370891,0.011967,-0.735421,-1.224505,0.415865,-0.087115,-0.053032,1.404169,0.326716,0.171092,-1.761841,-1.345328,0
1.074739,-1.093844,-1.201051,0.893844,1.021630,-0.903517,-0.322333,-0.098584,0.384895,-0.080512,-0.354653,-0.124588,0.425819,-0.462643,0.013892,0.166218,0
0.720611,0.066507,-0.322745,0.755715,-0.703852,-0.292058,-0.233569,-0.405749,-0.704630,-0.184836,0.971938,-1.232322,1.405357,-0.653285,-0.807709,-0.461292,0
1.306273,0.084927,-0.385943,0.151332,-0.035951,-1.010299,-0.206594,-0.237932,-0.115238,0.965162,-0.333251,0.606834,-1.475591,1.315732,1.068370,-0.905534,0
2.317664,-0.991632,-0.575927,1.313709,0.380504,-0.903353,2.077511,0.222332,-0.428180,1.221832,0.101097,-0.151080,0.356569,-0.618114,-0.805241,0.414267,0
0.838939,0.331249,0.273871,-0.000495,-0.344704,-0.630573,0.073919,0.558960,1.010730,-0.211216,0.645598,0.298958,-0.062922,0.453296,-0.914941,0.647887,0
-0.320279,-0.773023,-0.101202,0.600092,0.776589,0.327970,-0.515641,0.222890,-0.183747,-0.247669,-1.287121,-0.088037,0.587945,-0.831132,-1.288817,0.338538,0
0.849652,0.494057,0.231380,0.642607,0.439381,1.074877,1.385103,2.118524,-1.452848,-1.931407,0.335639,-0.690475,-0.920550,0.712705,-0.191722,-0.789218,0
0.443229,-0.145971,1.665754,-0.777591,-0.894403,0.766124,0.008967,-1.294740,0.912905,0.209339,-0.195323,-0.570659,-0.983130,-0.081544,0.523829,-0.217407,0
-1.895283,0.935298,-0.909205,1.112172,-0.356600,-0.425752,0.912767,0.762278,-0.335531,-1.395036,0.456919,0.853802,0.024961,0.649111,-0.663913,1.871807,0
2.279731,-1.066194,-0.928204,-0.222173,-0.434598,0.401993,0.927646,-0.984214,0.602893,-1.929374,0.209928,1.335027,0.615245,0.337111,-0.164614,-1.033994,0
0.088162,-0.084411,0.603204,-0.136336,0.646988,-1.240614,-0.975217,0.402591,0.274265,-0.541569,0.210537,-0.016074,-0.703072,-0.494722,-0.270600,-2.128291,0
0.867214,-0.893712,-0.299521,-0.328173,0.706718,0.249310,0.083045,0.918947,-0.812737,0.585959,-1.334756,0.842634,0.613042,-0.151047,-0.094626,-1.489856,0
0.001073,-0.817398,-0.910707,-0.927743,0.624271,0.868479,0.997901,1.184181,0.593201,-0.539441,0.371436,0.092602,0.462249,1.121014,0.553534,-1.638186,0
0.989414,1.596744,-0.321537,-0.014505,-0.816043,0.750515,0.179038,0.453257,-0.330874,1.008178,-1.194518,-0.042755,0.716185,-0.366074,0.372705,0.130034,0
1.529577,-0.160469,-0.376657,0.669741,0.032982,-1.222384,-1.063579,-0.639040,1.279027,0.334505,0.107850,-0.952366,0.450532,-1.405672,-0.344270,-0.050499,0
-0.110547,-1.776440,1.945404,0.756639,-0.571329,-0.274708,0.602444,1.077917,0.022080,1.652364,-0.307772,-1.163072,-1.160831,0.461012,-0.606694,-0.605055,0
2.123059,-0.889491,0.865837,-0.246719,0.944543,0.752514,-0.967241,0.225937,-0.368940,1.153734,1.012012,-1.149306,-1.732485,-0.371472,0.157325,1.263956,0
1.689087,0.593029,0.729124,0.576208,0.081331,0.287764,1.175151,1.350470,0.307238,1.038799,0.302592,0.060220,0.824078,-0.620130,0.691494,1.468117,0
1.310265,0.195845,0.402579,0.184865,0.270879,-1.416654,0.284045,-0.482173,-0.915917,-0.389666,-0.085810,-1.341408,-0.083822,-0.156077,0.362533,-0.520823,0
0.967176,0.170511,-0.235983,0.023607,-0.144785,-1.531578,0.511984,0.052166,-0.157385,-0.039407,-1.178282,-1.158121,0.395252,1.045346,0.344104,0.913081,0
1.503197,2.055470,-1.043495,0.113395,1.305502,-0.427428,-1.051857,-0.102748,0.113473,-0.184448,-1.892741,0.193478,1.695384,-0.470980,-0.689969,0.183649,0
0.920980,-0.046347,0.368683,1.096877,-0.299866,0.828199,1.097434,-0.018500,-0.920991,0.634036,-0.227150,-0.763873,-0.004192,0.323823,0.096508,0.725230,0
-0.192331,0.441475,-0.132127,0.584126,0.407383,-0.452198,1.606014,0.166059,-0.875253,0.549597,-2.194276,0.844216,-0.175000,-0.253611,-0.135275,-0.681976,0
1.199468,0.614771,-0.537366,-0.473517,-0.400026,0.899898,0.125936,-0.768098,0.655948,-1.129312,0.505103,-0.179722,1.216955,-0.360050,0.360145,1.262089,0
