-0.505883,0.157102,4.177676,3.367831,1.482965,0.425120,0.420384,1.883793,-0.173696,4.967849,4.086977,0.567622,2.453556,3.982229,1.232567,1.216310,-1.298065,-0.149778,0.925113,-0.825547,1.862990,-0.949989,1.418723,1.313115,3.344596,-4.053020,1.507716,-2.215255,1.605213,1.369662,2.676006,-0.146277,0
4.152496,0.467291,-0.308073,2.263902,2.583866,-1.136811,0.152640,2.437281,1.505460,-0.824485,1.054492,3.401949,1.424298,-2.004170,0.677597,0.846418,-2.504107,-2.423031,2.526649,1.567123,-1.592484,1.914890,0.552499,0.700277,-0.157796,-1.269981,3.456952,0.226554,-1.980858,1.252260,3.323864,-0.217451,0
-0.776831,-0.169442,-2.574057,-1.509387,-0.311196,2.622749,-0.588754,0.259792,3.164838,2.154388,2.183544,-2.679437,-2.746364,2.093893,-0.333135,2.193507,-1.505057,3.278321,0.415694,-2.934622,0.845802,2.152824,4.349075,0.467691,0.842607,1.404113,4.284512,4.370532,0.166999,-0.751334,2.753857,3.563851,0
2.026451,3.100289,0.222401,0.769178,0.245027,-0.960794,-1.874832,1.147038,3.087750,-1.726691,3.857540,2.272109,-0.116113,-0.295653,0.664777,-0.198265,-0.085943,3.589158,1.437368,4.708398,1.768992,0.345097,-0.370341,0.646204,5.528813,0.138409,-1.360005,2.096972,2.690164,-0.744469,3.725670,-0.999080,0
3.157728,0.283936,2.451857,-0.687187,0.586229,-1.230299,0.302000,-1.072155,1.788228,-0.864597,1.359347,4.302895,1.485163,3.450172,-0.741138,0.646989,3.188897,-0.809103,2.428990,-1.348807,-2.803676,-1.113243,-2.442847,3.106344,2.350109,2.149747,1.040234,3.397868,-0.096635,1.006164,-1.271857,-1.631221,0
2.842438,-1.489777,-0.684374,0.228038,2.699868,2.662305,-0.013366,-0.286600,-0.170979,1.114397,-0.020784,2.242114,-1.114677,0.822714,-1.156432,1.873290,1.381114,3.797016,-0.988111,1.426712,-0.790116,-1.098653,1.850650,0.118644,1.201140,1.118745,-3.778313,5.440442,-0.202068,2.440289,5.733662,-1.794270,0
0.122115,0.741897,1.578429,0.822012,2.256045,1.541838,1.325825,-0.020560,-0.028364,2.422461,0.150844,1.456287,-1.976860,-0.156199,-0.330781,-1.383408,3.826423,-0.082730,-3.503111,6.251470,0.167261,1.603742,2.264465,4.434531,0.459706,2.653395,3.160039,0.431203,1.901558,4.872073,3.196534,0.012875,0
0.140215,1.085024,2.176767,1.903557,-0.718007,1.495784,-2.692606,0.670045,1.157935,0.992941,3.191848,-1.953259,-0.393465,-0.719840,3.123977,-0.535267,0.382929,-1.524609,1.116216,-1.230265,0.373389,2.947066,4.119165,3.134325,-1.578034,0.340185,1.754509,0.245322,-0.887810,-0.143674,2.446645,-3.001823,0
1.834847,1.563430,3.012787,-1.737097,-3.108999,0.077840,1.040139,-0.558060,0.785151,2.489409,3.458020,0.715491,-1.211261,1.996464,-2.578160,3.011124,3.072654,1.392188,-1.163025,1.613886,-1.846058,2.727967,-1.906484,5.756941,1.229227,-0.850938,-0.110900,-0.111049,0.735258,1.295121,-0.447826,0.145598,0
2.173766,0.183842,-0.514251,0.894239,0.972630,5.832525,-0.932299,2.784225,2.554015,-1.484773,0.228738,-3.381710,1.450444,2.387722,1.933388,1.388226,1.310144,0.502115,3.405869,2.534501,1.258384,-0.059354,2.944448,0.250219,1.477461,3.324937,4.118544,1.520789,-1.638300,5.082127,-1.276636,4.737666,0
2.910455,1.276239,3.301073,0.604481,-0.950984,-1.911559,1.574928,2.087396,-1.087951,2.752403,-4.064341,0.610196,1.274274,1.442012,2.025967,2.894251,4.992702,3.271695,0.749515,5.831048,3.869326,-1.383599,4.969862,2.062667,-1.092701,-1.179302,-2.827043,-0.430380,0.988407,1.133600,0.621791,-0.448732,0
-1.085764,0.716855,-0.491341,2.355626,4.856603,0.137016,3.733930,0.724229,1.178050,-2.864089,-1.863188,2.758695,3.237521,1.861535,0.659090,5.334115,-1.729938,4.035101,1.157691,3.589104,0.649801,2.805223,0.855415,2.914870,2.327791,2.087871,2.757619,0.049272,2.733655,0.344595,-0.695772,0.954973,0
0.638594,-1.116157,3.262630,6.631714,-2.118136,2.387028,2.212977,2.874260,0.555023,0.976689,1.921651,0.922587,-1.199099,2.289388,2.966088,-1.043982,0.468586,-2.112983,3.114043,0.264840,2.130369,-0.381114,0.527726,-0.953009,1.632571,-1.695368,-0.010113,0.615706,2.651472,5.440558,-1.936500,-0.470827,0
2.879805,3.498425,-3.041150,-0.614811,0.570101,1.371937,2.008334,2.619081,2.169978,0.531066,2.652674,-1.252069,0.504817,0.080365,2.834830,-3.348237,3.401230,1.048779,0.690135,2.672982,-0.988943,0.210091,6.318894,-0.764706,1.835150,3.367899,1.552591,0.289772,1.128132,-0.199099,-2.533267,0.410944,0
1.138747,0.725012,3.493767,2.531098,1.280147,1.643614,-4.294718,-2.111572,1.325068,-1.188796,1.792122,-0.080612,-5.510570,-0.279116,3.544526,-0.102928,0.529931,0.878144,-1.364879,0.593391,-0.137380,3.892382,-0.288870,0.080424,0.944757,0.860432,-2.423651,-3.396451,2.280669,1.843384,-0.368240,4.484368,0
-2.213283,1.945313,-2.239603,0.356125,0.209255,3.264751,2.192812,-2.437621,0.336801,0.695160,0.028887,1.118999,2.839680,2.826450,-3.236998,2.732254,0.892409,-0.363714,1.253812,-1.580243,-1.412413,0.554995,1.092595,1.051886,0.658156,0.625502,-0.017454,-1.871632,2.366256,-0.066830,-3.004533,-3.395114,0
1.803391,0.757966,0.678997,1.377698,-1.670120,-0.363596,2.032860,0.008029,3.124948,1.135382,5.161400,-0.130120,1.390911,-3.071166,-1.502440,-0.037505,-1.021926,4.776072,0.210693,2.886063,1.303536,-0.022981,5.689488,-0.097321,5.303348,0.963585,0.058188,2.074754,-1.177512,3.063612,0.256168,0.384485,0
