-0.343806, -0.804412, 1 
-0.125808, -0.619637, 1 
1.891457, -0.161757, 1 
3.956723, 1.178612, 1 
0.649136, -0.501285, 1 
-0.273530, 0.063502, 1 
2.992653, 0.160406, 1 
1.873384, -0.364053, 1 
0.854328, -0.134142, 1 
1.683556, 1.305125, 1 
0.974365, -0.447031, 1 
0.214160, 1.016279, 1 
0.455290, 0.921667, 1 
-0.085407, 0.674077, 1 
0.814227, 0.279639, 1 
0.885555, -1.900331, 1 
0.233025, -0.358584, 1 
1.139874, 0.186715, 1 
1.496001, -0.256662, 1 
1.050817, 0.769632, 1 
1.666542, -0.880282, 1 
0.109563, -1.549737, 1 
1.908185, -0.089094, 1 
0.427421, 0.176358, 1 
1.346082, -0.231643, 1 
0.626962, -0.605308, 1 
1.627051, 0.220526, 1 
0.796233, -0.266502, 1 
-0.266801, 0.105128, 1 
0.253605, 0.981164, 1 
-0.191346, -0.502591, 1 
2.611660, 0.949039, 1 
1.291251, 0.282613, 1 
0.765375, 0.285740, 1 
1.594377, 0.022799, 1 
0.602425, -0.613118, 1 
0.249632, 1.166384, 1 
0.175771, -0.126459, 1 
2.347343, 2.157415, 1 
0.037531, 0.471033, 1 
0.819190, 2.755002, 1 
0.855062, 0.731898, 1 
0.607975, 0.393785, 1 
1.453965, 0.454422, 1 
3.003730, -0.745512, 1 
0.529470, 0.059184, 1 
1.307299, -0.008122, 1 
1.934798, 0.130880, 1 
0.668647, -0.236678, 1 
-0.039449, -1.505602, 1 
1.207504, -1.034290, 1 
0.675695, -1.166644, 1 
1.027195, 0.123696, 1 
0.172299, -0.683036, 1 
1.364845, 0.347394, 1 
1.617732, 0.537583, 1 
-1.286723, -0.657533, 1 
1.936469, -0.192609, 1 
1.241531, -0.571470, 1 
-0.005806, 1.660928, 1 
1.565419, -0.427742, 1 
1.055336, -0.629847, 1 
1.498368, -1.988844, 1 
1.352153, 0.450575, 1 
0.605026, -0.317551, 1 
1.296705, -1.180382, 1 
0.223959, -0.170145, 1 
1.744116, -0.592811, 1 
1.376457, -0.269150, 1 
-0.409773, 0.662855, 1 
1.445069, -0.704097, 1 
1.139420, 0.690738, 1 
2.050177, 0.792136, 1 
2.495344, 0.058796, 1 
2.126393, 0.496956, 1 
1.478914, 0.119426, 1 
0.469092, 0.974080, 1 
-1.130357, -0.952383, 1 
1.412046, -0.639802, 1 
0.264919, -0.671947, 1 
0.589216, -0.692861, 1 
0.988234, 0.625745, 1 
0.778630, -0.620640, 1 
1.179857, -0.299563, 1 
0.449154, 0.596501, 1 
-0.059177, -0.273724, 1 
0.216858, 0.594056, 1 
1.032440, -1.352110, 1 
1.282665, -0.607757, 1 
0.666783, -0.164591, 1 
0.741964, 1.629838, 1 
1.093964, -1.466111, 1 
1.361512, -1.628534, 1 
2.393172, 1.688109, 1 
0.841028, -0.036454, 1 
0.014145, 0.271623, 1 
0.484145, -1.283015, 1 
0.735369, 0.389051, 1 
1.085878, 0.095829, 1 
1.492843, -0.039621, 1 
1.397931, -0.047307, 1 
1.820804, 1.936170, 1 
-0.687759, -0.039549, 1 
2.166614, 0.025011, 1 
0.231018, -0.651727, 1 
1.205302, -0.445720, 1 
2.805859, 1.173089, 1 
1.679748, 1.393857, 1 
0.702816, 0.073192, 1 
2.043554, 0.622369, 1 
1.076982, 0.147351, 1 
1.032432, 0.475054, 1 
2.038509, 0.262173, 1 
0.255452, 2.041807, 1 
1.632939, 0.483138, 1 
0.825067, -0.340289, 1 
1.314149, 0.989727, 1 
0.862769, -0.187612, 1 
0.931571, 0.194656, 1 
1.466851, 0.969648, 1 
1.408427, -0.211865, 1 
1.574935, 0.520736, 1 
1.415692, 0.583889, 1 
2.003056, -0.346545, 1 
0.038733, -0.481165, 1 
-2.343805, 0.261302, 0 
-2.125808, -0.653086, 0 
-1.071958, -0.108542, 0 
-0.736808, -0.283174, 0 
1.956724, -0.884032, 0 
-0.821388, 0.313926, 0 
-1.350863, -0.502119, 0 
-2.273530, 0.358108, 0 
0.992653, -0.361585, 0 
-1.336235, 1.032521, 0 
-0.126616, 0.940222, 0 
-0.215281, 1.438056, 0 
-0.316443, 0.774244, 0 
0.097000, -0.694875, 0 
-1.025635, -0.983721, 0 
-1.544710, 0.461940, 0 
-1.185773, -0.756124, 0 
-1.114444, 0.656858, 0 
-1.766975, 0.014807, 0 
-0.455285, 0.639503, 0 
-0.860126, -0.503998, 0 
-0.949182, -1.230368, 0 
-0.333458, -0.237087, 0 
-1.890437, 0.872627, 0 
-0.652760, 0.120420, 0 
-0.091815, 0.297204, 0 
-0.648682, 1.065411, 0 
-0.653917, 1.194541, 0 
-0.372949, -0.071444, 0 
-1.203767, 1.292616, 0 
-2.266800, -1.018836, 0 
-2.191346, 0.118602, 0 
0.611660, -0.152940, 0 
-1.050961, -0.708748, 0 
-1.717387, 0.483552, 0 
-1.234625, -1.714260, 0 
-0.405622, 0.684836, 0 
-1.397575, 0.447346, 0 
-1.750368, -0.312568, 0 
-0.833615, 0.802873, 0 
0.347343, 0.157415, 0 
-1.962469, 0.630845, 0 
-1.528966, 0.687196, 0 
-1.180810, 0.411120, 0 
0.755002, -0.228750, 0 
-1.144937, -1.392025, 0 
-1.606215, -0.262888, 0 
-0.546034, 1.003730, 0 
0.302230, -0.692700, 0 
-2.008122, -0.065201, 0 
-1.331352, 0.010267, 0 
-2.236678, 0.607962, 0 
-2.039449, 0.322074, 0 
-0.792496, -0.169761, 0 
-1.324305, -0.471046, 0 
-1.876304, -0.635155, 0 
-0.382268, -0.203817, 0 
-1.462417, -0.063530, 0 
-0.758469, -0.339072, 0 
-0.434580, -0.501632, 0 
-0.647847, 0.851388, 0 
-0.618261, 1.592157, 0 
-1.394974, 0.993474, 0 
-2.317551, 1.109686, 0 
-0.703295, -0.255884, 0 
-2.592810, -0.623543, 0 
-2.269150, -0.137756, 0 
-1.337145, -0.554931, 0 
